"playerid","A.WAR","Aprob","posit","eWAR.A","PlayerName","Level"
196198,5.64281998591103,0.0233448113156727,"3B",0.1317305678594,"Collin Woody","A"
210118,5.91096715132133,0.0219923097765201,"LF",0.129995820670693,"Tyler Benson","A"
210115,8.15840840582124,0.0158925343352118,"SS",0.129657785710194,"Ryan Dorow","A"
173123,5.91096715132133,0.0216921150367685,"C",0.128221379425022,"Roger Gonzalez","A"
190282,5.71489487086588,0.022303528222488,"C",0.127462319040909,"Ali Sanchez","A"
188288,5.86475750673938,0.0216909579543063,"1B",0.127212208490886,"Christian Williams","A"
197721,6.14492777976361,0.020505318407342,"C",0.126003700714174,"Alexis Olmeda","A"
197942,5.98812201536277,0.0205091420385707,"OF",0.122811244957367,"Jesus Alastre","A"
171156,6.08045045621744,0.0201657860214096,"OF",0.122617062813864,"Dalton Blaser","A"
187853,5.75373619466652,0.0209587769228941,"SS",0.120591273377197,"Max Bartlett","A"
174780,5.89314848069592,0.0198016910652208,"IF",0.116694305616216,"Ben Ruta","A"
204455,5.75373619466652,0.0201356605943457,"OF",0.115855279165207,"J.C. Millan","A"
188424,5.95900947912892,0.0193139081588365,"OF",0.115091761797532,"Leonardo Molina","A"
204147,5.5615519971712,0.020272568301279,"OF",0.112746942723768,"Walker Olis","A"
188154,5.60926770357905,0.0199047243791393,"SS",0.111650927608549,"Alexis Pantoja","A"
182877,5.60433443444167,0.0197646658372574,"2B",0.110767797336975,"Yeudi Grullon","A"
181661,5.72176850062728,0.0192644229828155,"OF",0.110226568605834,"Randy Encarnacion","A"
174167,5.62889279048152,0.0194132523083483,"IF",0.109275115958261,"Austin Listi","A"
167929,5.57594346048513,0.0194157465707445,"IF",0.10826110512158,"Tucker Tubbs","A"
198741,5.60433443444167,0.0191776809620936,"SS",0.107478137788598,"Gorge Munoz","A"
181505,5.5979952886068,0.0190507222449728,"OF",0.106645853371915,"Antonio Rodriguez","A"
174969,5.91096715132133,0.0178381734572801,"IF",0.105440857345555,"Max Dutto","A"
184851,8.16762720121732,0.0125630559651161,"C",0.102610357631098,"Brent Gibbs","A"
209990,5.76455093789776,0.0176941835298266,"SS",0.101999022262197,"Micah Brown","A"
192774,5.75075064786524,0.0174928508388998,"C",0.100597023294813,"Chandler Seagle","A"
181062,5.71095375739605,0.0175856012237767,"OF",0.100430555384996,"Kendall Coleman","A"
182694,5.92178189455256,0.016951407248834,"OF",0.100382536533332,"Angel Almao","A"
188192,6.26221111881515,0.0157008750765614,"2B",0.0983221944795706,"Kevin Rivera","A"
176396,5.74697470717245,0.0168411865512174,"C",0.0967858731486194,"Nick Thurman","A"
173414,5.59351969121044,0.0170791586909648,"C-1B",0.0955326104472197,"Bobby Melley","A"
182829,5.64936135352003,0.016541803344969,"C",0.093450624534596,"Javier Hernandez","A"
188045,5.5615519971712,0.0165878237373075,"2B",0.0922540442349466,"Alejandro Juvier","A"
171232,5.76455093789776,0.0158982439565635,"C",0.0916462371107352,"Casey Schroeder","A"
188102,5.91096715132133,0.0154471393253271,"SS",0.0913075331338921,"J.J. Matijevic","A"
183479,5.72176850062728,0.0155224318873239,"1B",0.0888157618260222,"Oliver Ortiz","A"
182741,5.75373619466652,0.0146484496107539,"OF",0.0842833147211434,"Luis Payano","A"
174689,5.71095375739605,0.0143511704454637,"C",0.0819588707785519,"Collin Theroux","A"
185044,5.5615519971712,0.0145967134256684,"C",0.0811803807046616,"Brett Barbier","A"
204440,5.82147988493708,0.0138416538265268,"C",0.0805789093253882,"Alex Jones","A"
184005,5.6340162383832,0.0140639231509494,"OF",0.0792363714078223,"Jose Siri","A"
175732,5.76455093789776,0.0136000111544652,"IF",0.0783979570558925,"Cole Gruber","A"
185463,5.60433443444167,0.0138124031270614,"IF",0.0774093264673803,"Paul Panaccione","A"
197776,5.5615519971712,0.0138022573816174,"C",0.0767619721062054,"Tyler Payne","A"
172704,5.59351969121044,0.013678797717402,"IF",0.0765126243843723,"Reed Gamache","A"
170995,5.5615519971712,0.0136903587445984,"OF",0.0761396420180115,"Ben Johnson","A"
189593,8.07028346188651,0.00940927998124052,"C",0.0759355566208652,"Gabriel Bracamonte","A"
197404,5.64936135352003,0.0133277984006926,"OF",0.075293549212379,"Jagger Rusconi","A"
203910,8.11725996730991,0.00926866769324511,"C",0.0752361852166772,"M.J. Sanchez","A"
173363,5.91096715132133,0.012709154522613,"OF",0.0751233949042323,"Zach Davis","A"
183129,5.59351969121044,0.0133797909409246,"3B",0.0748401240923411,"Eudy Ramos","A"
204036,5.75373619466652,0.0129519732085274,"1B",0.0745222370422551,"Alex Wojciechowski","A"
183961,5.78139499256521,0.0125876234095092,"C",0.0727740229480332,"Isaias Lucena","A"
175971,6.83450539094657,0.0106351223552746,"C",0.0726858010705005,"Luke Lowery","A"
174615,5.71095375739605,0.0127245287510223,"SS",0.072669195281745,"Tanner Kirk","A"
203801,5.75373619466652,0.0125567938006714,"OF",0.0722484789798875,"Sam Machonis","A"
185683,5.59351969121044,0.0127136368175458,"C",0.0711139778858404,"Nate Nolan","A"
198013,5.6921437907905,0.0124636150144378,"SS",0.0709446888152355,"Irving Ortega","A"
198587,5.60433443444167,0.0125143647030922,"OF",0.070134685030701,"Emilio Gustave","A"
190007,5.76455093789776,0.0119943059436615,"SS",0.0691417875769667,"Garvis Lara","A"
209433,5.60433443444167,0.0123336066797337,"OF",0.0691216566160914,"Brandon Cummins","A"
197630,5.65729293957642,0.0120028878954529,"OF",0.0679038529454731,"Cole Anderson","A"
171121,5.75075064786524,0.0114565146830668,"SS",0.0658835592359243,"Kevin Bradley","A"
184193,5.5615519971712,0.011792646653879,"IF",0.0655854175498148,"Conner Hale","A"
184193,5.5615519971712,0.011792646653879,"IF",0.0655854175498148,"Conner Hale","A"
202316,5.76156539109648,0.0112162330199982,"SS",0.0646230599864951,"Andre Jernigan","A"
188171,5.65729293957642,0.0112959452100531,"C",0.0639044710826753,"Isaias Quiroz","A"
170883,5.55073725393996,0.0112941567165484,"1B",0.0626908964383815,"Kristian Brito","A"
174885,5.59351969121044,0.0105697537377099,"SS",0.0591221256631254,"Brandon Boggetto","A"
188538,5.74344369949229,0.010111502771407,"IF",0.0580748468848362,"Chris Hess","A"
173656,5.64281998591103,0.0102875523414818,"IF",0.0580508059586194,"Jacob Bosiokovic","A"
176132,5.91096715132133,0.00929822552895052,"1B",0.0549615056672039,"Connor Owings","A"
173451,5.75373619466652,0.00946690629464762,"C",0.0544700813990304,"Will Albertson","A"
169161,5.75373619466652,0.00920524931239606,"1B",0.0529645761496624,"Branden Berry","A"
197746,5.55073725393996,0.00939853969745158,"C",0.0521688244312781,"Ryan McCarvel","A"
189920,5.77174145896075,0.00881253889507095,"SS",0.0508636960993852,"Manuel Geraldo","A"
173823,5.75425844272353,0.00868215350675882,"OF",0.0499593551172886,"Josh Merrigan","A"
202439,6.04255024092077,0.00824217301169302,"IF",0.0498037445175164,"Louis Boyd","A"
204449,6.04255024092077,0.00807567582159334,"SS",0.0487976768813669,"Andrew Walker","A"
173952,5.59351969121044,0.00869066961350501,"OF",0.0486114316129445,"Ashford Fulmer","A"
203857,5.75373619466652,0.00840106096318831,"C",0.0483374885374966,"Alan Crowley","A"
189524,5.69984766499732,0.00835587600806575,"OF",0.0476272203535807,"Yoan Aybar","A"
197723,5.5979952886068,0.00850601936090357,"UTL",0.0476166563071365,"Frank Crinella","A"
198004,5.58675820371637,0.00842282993468485,"3B",0.0470563142361084,"Marcos Almonte","A"
203810,5.71095375739605,0.00819338086508409,"1B",0.0467920192372289,"Ramon Osuna","A"
190121,5.71386926757793,0.00802731782003752,"C",0.0458670445929931,"Eduardo Navas","A"
171109,5.7030545243467,0.00711498844566354,"1B",0.040577167045716,"Ryan Ripken","A"
183292,5.75373619466652,0.00627353648241825,"2B",0.0360962739274508,"Erlin Cerda","A"
184063,6.18073293419662,0.00570270224587498,"2B",0.0352468795849966,"Jose Rodriguez","A"
170888,5.55073725393996,0.00630861042823981,"C",0.0350174389246249,"Bryan De La Rosa","A"
170640,5.73701331057056,0.00597414099845264,"IF",0.0342737264273481,"Mattingly Romanin","A"
197939,12.9073920193403,0.00264023987071738,"OF",0.0340786110364416,"Juan Luis","A"
194121,6.05336498415201,0.00544524300710156,"OF",0.0329620433493871,"Luke Burch","A"
204186,5.75373619466652,0.00571143173080598,"OF",0.0328620714729052,"Travis Bolin","A"
173050,12.0061755430375,0.00266743604559851,"OF",0.0320257054132816,"Jimmy Kerrigan","A"
165347,6.0002900517073,0.00522937714420394,"CF",0.0313777796549925,"Garrett Brown","A"
168271,6.75403075167152,0.00461066218415759,"IF",0.0311405541773693,"Angelo La Bruna","A"
184058,5.62889279048152,0.00551383756463,"2B",0.031036800515432,"Jonathan Piron","A"
210284,5.59351969121044,0.00546829577874835,"C",0.0305870201157918,"Cole Thompson","A"
175639,5.60433443444167,0.0053495086860257,"OF",0.0299804357364387,"Billy Endris","A"
203902,5.5615519971712,0.00488731538166499,"SS",0.0271810586217044,"Paxton De La Garza","A"
183309,5.92612049887133,0.00452243672903278,"C",0.0268005050047698,"Wagner Ramirez","A"
183779,5.72176850062728,0.00452711295687609,"OF",0.0259030923154352,"Sandy Santos","A"
183712,6.06983678166237,0.00417006057804689,"OF",0.0253115870783892,"Enmanuel Garcia","A"
193644,5.76455093789776,0.00436179288383451,"SS-2B",0.025143777259424,"Nick King","A"
190319,5.61451050230595,0.0044356655209358,"OF",0.0249040906520104,"Junior Soto","A"
198793,5.75075064786524,0.00430631154091467,"SS",0.0247645238838246,"Elvis Perez","A"
180779,5.76455093789776,0.0042453051949084,"3B",0.0244722780429715,"Joey Martarano","A"
175281,5.55073725393996,0.0044038784172074,"IF",0.0244447719922153,"Kyle Smith","A"
180864,5.74839165398305,0.00381180473143361,"C",0.021911746504786,"Danny De la Calle","A"
181914,8.68219861614897,0.00238625072636467,"OF",0.0207179027542278,"Henrry Rosario","A"
169128,5.75373619466652,0.00339741834246797,"C",0.0195478488854819,"Campbell Wear","A"
170886,5.7030545243467,0.00284598891269235,"C",0.0162308299447707,"Christopher Shaw","A"
168761,5.75373619466652,0.00280090218164652,"C",0.01611565226026,"Chris Harvey","A"
175218,5.92178189455256,0.00264833524663156,"C",0.0156828637142082,"Zack Bowers","A"
180807,5.62320149515197,0.00269624810341506,"SS",0.0151615463664242,"Trae Arbet","A"
188125,5.91096715132133,0.00227102182456608,"C",0.0134239354049439,"Matt Morgan","A"
203795,5.71095375739605,0.00226780483513626,"OF",0.0129513285442623,"Shane Carrier","A"
204114,7.19579692725509,0.00165435869619661,"C",0.0119044292226693,"Luis Anguizola","A"
183406,6.04255024092077,0.00115267019404013,"C",0.00696506755869941,"Natanael Ramos","A"
188030,5.58611035321105,0.000252743145085845,"OF",0.00141185109946716,"Todd Isaacs","A"
197360,6.912618563207,7.66264106650162e-05,"3B",0.000529689148794914,"Tyler Nevin","A"
189696,13.0948227052409,3.6058530421373e-12,"OF",4.72180062879414e-11,"Ricardo Cespedes","A"
189696,13.0948227052409,3.6058530421373e-12,"OF",4.72180062879414e-11,"Ricardo Cespedes","A"
174332,5.83285724535528,9.07639608178351e-13,"OF",5.29413226473452e-12,"Nick Sinay","A"
193845,6.42111656945853,2.22044604925031e-16,"IF",1.42577429184299e-15,"Connor Wong","A"
188000,5.55073725393996,2.22044604925031e-16,"OF",1.23251126059375e-15,"Gerrion Grim","A"
