"playerid","highA.WAR","highAprob","posit","eWAR.highA","PlayerName","Level"
173948,5.5115017038947,0.0328722662906309,"IF",0.181175551671693,"Josh Vidales","highA"
156795,5.68440992329054,0.0316125495591322,"OF",0.179698690414445,"D.K. Carey","highA"
181106,8.28015984995297,0.0216426438074532,"OF",0.179204550301307,"Brandon Brosher","highA"
173612,5.79961419222905,0.0307415706630094,"SS",0.178289249508602,"Travis Maezes","highA"
188394,5.60233164074589,0.0314839517824329,"OF",0.176383539246442,"Carlos Duran","highA"
171202,5.74407981570195,0.0304229885517894,"SS",0.174752074473665,"Jose Vizcaino","highA"
187803,5.70234344658823,0.0299812811660814,"SS",0.170963562177723,"Ti'Quan Forbes","highA"
187803,5.70234344658823,0.0299812811660814,"SS",0.170963562177723,"Ti'Quan Forbes","highA"
181939,6.94017457803751,0.024388168803268,"3B",0.169258149133328,"Carlos Belen","highA"
193755,6.11257264328437,0.0276571054153896,"OF",0.169056065954543,"Gary Schwartz","highA"
193093,5.72868324139016,0.0294968108846049,"C",0.168977886189091,"Brett Cumberland","highA"
175153,6.07390057900991,0.0273786667323331,"OF",0.166295299718038,"J.B. Moss","highA"
175153,6.07390057900991,0.0273786667323331,"OF",0.166295299718038,"J.B. Moss","highA"
183071,7.77242506096609,0.0210322284574826,"SS",0.163471419550902,"Frandy De La Rosa","highA"
183071,7.77242506096609,0.0210322284574826,"SS",0.163471419550902,"Frandy De La Rosa","highA"
188253,5.87411759594942,0.027158956278152,"OF",0.159534902961114,"Lane Thomas","highA"
188253,5.87411759594942,0.027158956278152,"OF",0.159534902961114,"Lane Thomas","highA"
190083,6.56703634565349,0.0241079324818905,"OF",0.158317668827135,"Yeison Melo","highA"
188340,5.7335386154773,0.0275770083256063,"OF",0.158113842134203,"Ariel Sandoval","highA"
160764,5.8534889852398,0.0267101574617054,"C",0.156347612496113,"Corey Bass","highA"
188217,5.79970823421854,0.0269192700456464,"SS",0.156123912142888,"Anfernee Seymour","highA"
181034,5.71551565467738,0.0273022868857176,"OF",0.156046648103812,"Johneshwy Fargas","highA"
156485,5.76131764977324,0.0269413350128514,"OF",0.155217588917995,"Ben Verlander","highA"
184710,6.04276380142137,0.0254574023438767,"OF",0.153833069361798,"Granger Studdard","highA"
171056,5.89959465974734,0.0260747775813818,"OF",0.15383061857322,"Grant Heyman","highA"
188822,6.6316912460081,0.0230733476038182,"OF",0.153015317320343,"Cesar Diaz","highA"
180663,5.73260784365909,0.0266094574841655,"3B",0.15254158468924,"Jan Hernandez","highA"
173422,6.01097966778994,0.0253680923532401,"OF",0.152487087345944,"Jack Sundberg","highA"
168404,5.53212345493271,0.0272242297369866,"OF",0.15060779987046,"Pat Porter","highA"
180698,6.89756496026411,0.0217774853967179,"C",0.150211620195065,"Tyler Alamo","highA"
187974,5.66857080638918,0.0259915698834504,"OF",0.147335054253551,"Stone Garrett","highA"
167983,5.9163035385444,0.0247206042687802,"IF-C",0.14625459851034,"Chris Rabago","highA"
171060,5.78250528935094,0.0251807025339601,"C",0.145607545592197,"Austin Rei","highA"
181728,6.17186600788458,0.0235607745021901,"RF-OF",0.145413943269501,"Jose Pujols","highA"
183408,5.90445825436249,0.0240183795970319,"OF",0.141815519668107,"Enmanuel Zabala","highA"
184974,6.08897673458891,0.0230123332433288,"C-OF",0.140121561727236,"Colton Frabasilio","highA"
171608,7.17003900643148,0.019232562359193,"SS",0.13789822230904,"David Gonzalez","highA"
198831,11.3778615351163,0.0120380119300729,"C",0.136966832898447,"Eddy Reynoso","highA"
175286,6.0783017896052,0.0224229995207874,"OF",0.136293758115519,"Jaylin Davis","highA"
169052,6.35498806650849,0.0213446456057461,"C",0.135644968108369,"Matt Pare","highA"
170823,5.60233164074589,0.024097558978693,"IF",0.135002517131072,"Bradley Strong","highA"
182715,7.22523709798939,0.0185535597469762,"2B",0.134053868183615,"Juan Moreno","highA"
182913,6.39880434460307,0.0206380371247173,"IF",0.13205876161772,"Michael Bernal","highA"
171869,7.29436661418793,0.0176939647416627,"C",0.129066265684203,"Alberto Mineo","highA"
181481,5.73555494945574,0.0223910695697947,"3B",0.128425209894644,"Jesse Hodges","highA"
182992,6.06403422282453,0.0210169320061876,"IF",0.127447394944298,"Colby Woodmansee","highA"
169299,5.60511561546639,0.0227346048781603,"OF",0.127430088814035,"Boo Vazquez","highA"
184605,5.48356261680694,0.023123023813474,"IF",0.126796548971103,"Brantley Bell","highA"
184210,6.29796831210802,0.0201285416793824,"OF",0.126768917665696,"Ignacio Valdez","highA"
180619,5.59586014482054,0.0224981684960743,"C",0.125896604418639,"Jonah Heim","highA"
180764,6.02534494205506,0.0205690680501904,"C",0.123935730139001,"Chris Okey","highA"
184616,5.63500215303826,0.0215691372184157,"IF",0.12154213466495,"Weston Wilson","highA"
185803,5.607264895983,0.0215795891808283,"P-OF",0.121002472883393,"Trenton Brooks","highA"
184530,7.33586787880555,0.0163133960656432,"3B",0.119672918192185,"Rony Cabrera","highA"
188182,5.55128952377211,0.0209834862920359,"C",0.116485407625194,"Jakson Reetz","highA"
184105,6.10309951671241,0.0188875831782352,"SS",0.115272799766953,"Luis Gonzalez","highA"
203846,6.32458478885464,0.0180900012712316,"SS",0.114411746870392,"Sam Dexter","highA"
197698,5.54085139042131,0.0202818052321456,"SS",0.112378468720788,"Sean Miller","highA"
185662,6.68105763481925,0.0165424415073998,"C",0.110521005131564,"Christian Correa","highA"
185662,6.68105763481925,0.0165424415073998,"C",0.110521005131564,"Christian Correa","highA"
182966,6.27208011943344,0.0175846509673392,"OF",0.110292339739424,"Carlos Belonis","highA"
192526,9.65563466072091,0.0112326301865442,"OF",0.108458173360256,"Carlos Vidal","highA"
180616,5.55606603173647,0.019416069705276,"OF",0.107876965359311,"Brandon Diaz","highA"
180616,5.55606603173647,0.019416069705276,"OF",0.107876965359311,"Brandon Diaz","highA"
180787,7.18735492233004,0.0147820568342971,"3B",0.106243888950148,"Ridge Smith","highA"
181072,5.52525070804855,0.0190315967206561,"C",0.1051543432561,"Iolana Akau","highA"
187335,6.38541529083243,0.0161161136424441,"3B",0.102908078481255,"Bradley Jones","highA"
203868,5.87704587738023,0.017388268937155,"1B",0.102191654271886,"Colby Lusignan","highA"
196951,5.54085139042131,0.0183513886473865,"SS",0.101682317303033,"Roberto Baldoquin","highA"
174396,6.39706252009857,0.0152125983494797,"OF",0.09731594273477,"Chad Sedio","highA"
209777,6.0231164425248,0.0160945029485933,"OF",0.096939065343936,"Dalton Wheat","highA"
171536,5.68179726456379,0.0169777244037121,"C",0.0964639880755292,"David Sopilka","highA"
195724,6.09131600873718,0.015538510261327,"OF",0.0946499763067481,"Greg Lambert","highA"
197802,5.56900864790056,0.0169251376985273,"1B",0.0942562382100063,"Anthony Miller","highA"
181931,5.82870632084738,0.0160715249015827,"2B",0.0936761987795112,"Fernery Ozuna","highA"
184673,5.91370919452791,0.0157308159168812,"IF",0.0930274707250861,"Jim Haley","highA"
181103,5.76355917044684,0.0157321366852114,"SS-3B",0.0906731006627735,"Luis Aviles","highA"
180832,5.67361587479518,0.0158774922591762,"1B",0.0900827921335995,"Brandon Dulin","highA"
188416,5.88166454301589,0.0151980960634158,"C",0.0893901027375422,"Arvicent Perez","highA"
170032,5.52525070804855,0.0160715512088435,"1B",0.0887993496961014,"Steve Laurino","highA"
172994,6.39655098730792,0.0136256805968269,"OF",0.0871573606743754,"Tanner Stanley","highA"
165453,7.42757532422451,0.0115815628945882,"1B-RF",0.0860229307717977,"Jeff Diehl","highA"
169536,5.53232358823623,0.0150677772199232,"IF",0.0833598193360696,"Scotty Burcham","highA"
180668,5.87610529469271,0.0139619655340509,"C",0.0820419795989535,"Francis Christy","highA"
187828,5.53212345493271,0.0140631901154372,"OF",0.0777993038887878,"Matthew Page","highA"
165454,6.60633981848607,0.011720733308917,"OF",0.0774311471605545,"Shawon Dunston","highA"
163781,5.93754647326388,0.0130333197659828,"IF",0.0773859418114318,"Shane Kennedy","highA"
176462,6.18814178558179,0.0122832274068313,"OF",0.076010352778016,"Kyri Washington","highA"
171185,6.03621147620288,0.0125698552132632,"OF",0.075874304292508,"Vincent Jackson","highA"
171234,5.64022845010847,0.0131938989744219,"SS",0.0744166043633916,"Jose Cuas","highA"
186146,5.76131764977324,0.0128767180851909,"IF",0.0741868631753645,"Seth Spivey","highA"
197949,5.98353760041443,0.0121412520698126,"1B",0.0726476382758331,"Junnell Ledezma","highA"
168910,5.81354008605786,0.012065133597142,"3B-1B",0.0701411378106285,"Austin Byler","highA"
171293,6.92293674396622,0.010067729924429,"RF-OF",0.0696982574221579,"Austin Aune","highA"
173101,5.43131966595873,0.0128306424526719,"SS-3B",0.0696873206800819,"Matt Gonzalez","highA"
172998,5.85322480704026,0.0118624121331595,"SS",0.0694333649691443,"Tyler Beckwith","highA"
184883,5.56496197137675,0.0123804794883781,"IF",0.0688968975402341,"Drew Turbin","highA"
181605,5.97448722828775,0.0114524613332979,"1B-C",0.0684225839682476,"Daniel Arribas","highA"
181179,7.67461365006452,0.00830531001177896,"C",0.0637400455844163,"John Riley","highA"
166115,6.77154396392997,0.00930255141929175,"OF",0.0629926359124532,"Cristian Paulino","highA"
208297,5.63093929296295,0.0111678703481032,"SS",0.0628855999618503,"Anibal Sierra","highA"
168261,6.16293511075914,0.0101485709565089,"IF",0.0625449842718993,"Nash Knight","highA"
170366,6.42935004518303,0.00971972992303074,"C",0.0624915460198045,"Mitch Ghelfi","highA"
184495,5.41718293712608,0.0111967940720502,"SS",0.0606550817976249,"Angel Aguilar","highA"
175184,5.6028740947928,0.0107289374371231,"OF",0.0601128856311098,"Tyler Spoon","highA"
162954,7.58525541894922,0.00772547401390338,"C",0.058599693627912,"Matt Reistetter","highA"
176232,6.13454845945042,0.00943218141879721,"C",0.0578621739919393,"Daniel Rizzie","highA"
204194,8.44687303724515,0.00666138941164113,"OF",0.0562679106117818,"Markel Jones","highA"
183963,5.56479396722507,0.00994827971652288,"3B",0.0553601269507741,"Ricardo Andujar","highA"
169329,5.45309206443536,0.0100740181394355,"IF",0.0549345483731337,"Emmanuel Marrero","highA"
180654,6.94591857745678,0.00789056127133666,"C",0.0548071961211383,"Rene Melendez","highA"
190292,12.0908055167714,0.00442920027844996,"C",0.0535525991615681,"Mario Sanjur","highA"
197877,5.77871679807537,0.00891564867977852,"OF",0.0515210087915746,"Jose Azocar","highA"
187192,6.0231164425248,0.00851182998548917,"IF",0.0512677431415755,"Grant Massey","highA"
165483,6.06687438237681,0.00839173501413343,"SS",0.0509116021809407,"Caleb Whalen","highA"
182556,6.44946002961078,0.00746758414151989,"C",0.0481618854384878,"Connor Sabanosh","highA"
156669,6.17721505701095,0.00778806999500503,"SS",0.0481085832382003,"J.J. Franco","highA"
156669,6.17721505701095,0.00778806999500503,"SS",0.0481085832382003,"J.J. Franco","highA"
182884,5.98299684512126,0.00789512703378799,"1B",0.0472365201349851,"Carlos Castro","highA"
186437,5.50080045087823,0.00803808096927449,"C",0.0442158794199809,"Gunner Pollman","highA"
188148,6.24136119105374,0.00699750700096054,"SS",0.0436739686299219,"Jonathan Oquendo","highA"
181998,5.80683769156704,0.007453781012998,"C",0.0432828965309636,"Jose Garcia","highA"
197799,5.72820848860279,0.00740726028996782,"OF",0.0424303312702841,"Justin Ellison","highA"
168778,5.60216363659421,0.00676465313841344,"IF",0.0378966938261926,"Jake Fincher","highA"
175010,11.5197765338081,0.00302610065958693,"OF",0.0348600033672507,"Christoph Bono","highA"
175010,11.5197765338081,0.00302610065958693,"OF",0.0348600033672507,"Christoph Bono","highA"
167979,12.3102925800459,0.00277976662294901,"C",0.0342197404327486,"Jerry McClanahan","highA"
165132,5.57822105979045,0.0059659233928539,"SS",0.0332792395111141,"Trent Gilbert","highA"
183614,5.58890454818051,0.00591230813054974,"SS",0.0330433258010741,"Alfredo Reyes","highA"
181857,5.81325683628716,0.00541084702781397,"3B",0.0314546434745436,"Adonis Paula","highA"
183350,5.50801287397726,0.00533128114043531,"C",0.0293647651563098,"Arturo Nieto","highA"
183765,7.37235085767637,0.00390056944421814,"OF",0.0287563664875079,"Alexis Bastardo","highA"
188465,6.01692770508637,0.00460617083306059,"IF",0.027714996899803,"Matt Davis","highA"
180781,6.53053629896711,0.00418526513554665,"3B",0.0273320258884889,"Kevin Franklin","highA"
180781,6.53053629896711,0.00418526513554665,"3B",0.0273320258884889,"Kevin Franklin","highA"
165254,5.75561748232347,0.00467126664534589,"C",0.0268860239685473,"Tyler Baker","highA"
196458,12.1852509945084,0.00207938525484066,"IF",0.0253378312445133,"Danny Hudzina","highA"
185351,6.14198779746904,0.00404685978351907,"IF",0.0248557634084424,"Steven Reveles","highA"
187311,6.33303542686366,0.0037529709789211,"OF",0.0237676981654985,"Zach Nehrir","highA"
171130,5.55785722642556,0.00381642946428337,"OF",0.0212111700772108,"Josh Almonte","highA"
196853,5.63346513860927,0.00370140872934209,"OF",0.0208517570404927,"Aaron Schnurbusch","highA"
187794,5.79026889752534,0.00354442818902415,"SS",0.0205231923024186,"Justin Twine","highA"
197478,6.38019009095381,0.00317642020167126,"OF",0.0202661646954085,"Alan Garcia","highA"
173877,5.82204224837437,0.00331289630084254,"OF",0.0192878222279884,"Connor Myers","highA"
176494,6.02686930577153,0.00317630033084938,"IF",0.0191431469699081,"Carl Wise","highA"
175322,6.29551945460811,0.00299977450432894,"C-1B",0.0188851387514402,"Audie Afenir","highA"
173091,5.52491103183367,0.00330126025191767,"IF",0.018239169184774,"J.J. Gould","highA"
185238,5.70753419925804,0.00306570143473518,"IF",0.0174975957834655,"Mitch Piatnik","highA"
188395,11.270051078649,0.00141831268617799,"C",0.0159844564187218,"Gregori Rivero","highA"
188135,5.55160280967759,0.00235844048299291,"C",0.0130931248118408,"Wigberto Nevarez","highA"
204512,6.46020768346518,0.00197233402206722,"OF",0.0127416874037185,"Tim Tebow","highA"
183646,5.67469568281399,0.000100968421068844,"C",0.000572965063139913,"Wilfri De La Cruz","highA"
181029,6.34892056828546,8.71877644866119e-08,"2B",5.53548191251879e-07,"Malik Collymore","highA"
209094,17.6258518156502,4.88436597034772e-09,"OF",8.60911108067536e-08,"Simon Muzziotti","highA"
167848,5.70577959396192,7.52564774618737e-11,"OF",4.29396873415414e-10,"Colin Bray","highA"
181030,42.4304326593276,2.22044604925031e-16,"OF",9.42144865663853e-15,"Silento Sayles","highA"
209185,7.03617328913384,2.22044604925031e-16,"DH",1.56234431816978e-15,"Yordan Alvarez","highA"
