"playerid","lowA.WAR","lowAprob","posit","eWAR.lowA","PlayerName","Level"
203824,4.86741041866935,0.00574900166873772,"C",0.0279827506193615,"David Gauntt","lowA"
204043,5.21271132016292,0.00514133790053909,"CF",0.0268003102749227,"Kobie Taylor","lowA"
210341,3.03190087018647,0.00834031008286547,"C",0.0252869933978648,"Michael Hernandez","lowA"
204508,2.93671826650996,0.00819646186661365,"SS",0.0240706992844367,"Juan Pascual","lowA"
210309,8.51604526139113,0.00281178913903249,"OF",0.0239453235734887,"Christopher Burks","lowA"
198686,2.28435914455853,0.0103885219531323,"C",0.0237311151220848,"Nerluis Martinez","lowA"
188085,4.31474107332472,0.00509437614065618,"C",0.0219809139770547,"Simeon Lucas","lowA"
190156,6.80147794378469,0.00295662041240354,"OF",0.0201093885231063,"Dionis Paulino","lowA"
185342,5.78119946548558,0.00338655413733278,"OF",0.0195783449685863,"Jordan Wren","lowA"
184453,3.66577889762354,0.0051741724164058,"C",0.0189673720567262,"Brian Reyes","lowA"
196206,2.51988235096527,0.00742131490794777,"2B",0.018700840457493,"Brian Mims","lowA"
175190,3.71261686105789,0.00494108971034685,"C",0.0183443729706334,"Jean Ramirez","lowA"
183411,5.09724077006658,0.00353556719836002,"C",0.0180216372687908,"Jose Maria","lowA"
180850,3.19123367110205,0.00544963099048219,"3B",0.017391045911908,"Dylan Manwaring","lowA"
190245,2.71976692978978,0.00600969189729956,"C",0.0163449612805009,"Jason Rodriguez","lowA"
208641,5.67485115711388,0.00285798057774838,"3B",0.0162186143886444,"Jesus Henriquez","lowA"
189864,7.35225167327722,0.00219487678535976,"OF",0.0161372865177986,"Mikey Edie","lowA"
175021,4.69011362086137,0.00336124492084376,"IF-C",0.0157646205863004,"A.J. Ramirez","lowA"
183649,6.83476756856384,0.00192103489449186,"1B",0.0131298269949524,"Jonas Lantigua","lowA"
197980,3.5691125673871,0.00204825182543746,"C",0.00731044133134239,"Bryant Aragon","lowA"
205180,4.17199537528583,0.00162716177171323,"OF",0.0067885113864295,"Yahir Gurrola","lowA"
189523,7.11014576007979,0.000935761336912598,"SS",0.0066533995020957,"Cecilio Aybar","lowA"
202669,6.57082490456076,0.000703908693064926,"2B",0.00462526077092783,"Irving Lopez","lowA"
183050,4.36236770178821,0.00095476799279589,"C-IF",0.00416504905447395,"Will Haynie","lowA"
169757,3.2390497985721,0.00119001649845182,"C",0.00385452269960784,"Cameron O'Brien","lowA"
197786,2.63536716876901,0.000984140601463523,"OF",0.00259357183054956,"Tristan Graham","lowA"
189935,4.75049087442339,0.000242426254295491,"C",0.00115164370875137,"Hidekel Gonzalez","lowA"
204029,22.0116302498819,4.98767562261938e-05,"SS",0.00109786871611447,"Jonah McReynolds","lowA"
175129,10.2892656393216,3.22074118261393e-07,"SS",3.31390615834174e-06,"Mike Garzillo","lowA"
190289,6.33100370315872,2.35046277450308e-08,"OF",1.48807885295157e-07,"Vicente Sanchez","lowA"
197829,5.79246826802406,2.46938952445085e-08,"C",1.43038604617726e-07,"Matthew Foley","lowA"
197894,2.76124518749039,7.17656433031865e-09,"C",1.98162537198075e-08,"Juan Camacho","lowA"
189806,11.682292483486,1.95745343493901e-11,"SS",2.28675435497618e-10,"Isrrael De la Cruz","lowA"
204006,4.15846461496337,8.0537253295561e-12,"SS",3.34911318015932e-11,"Samad Taylor","lowA"
204006,4.15846461496337,8.0537253295561e-12,"SS",3.34911318015932e-11,"Samad Taylor","lowA"
198486,16.5072699689491,1.21794195128775e-12,"SS",2.01048965964155e-11,"Imeldo Diaz","lowA"
198486,16.5072699689491,1.21794195128775e-12,"SS",2.01048965964155e-11,"Imeldo Diaz","lowA"
198681,6.31486970554224,2.5326527126189e-12,"OF",1.59933718895765e-11,"Julio Martinez","lowA"
198506,4.85359591070557,8.0339406610238e-13,"3B",3.89935015391963e-12,"Stanley Espinal","lowA"
198506,4.85359591070557,8.0339406610238e-13,"3B",3.89935015391963e-12,"Stanley Espinal","lowA"
190053,8.2493101070336,2.22044604925031e-16,"OF",1.83171480362034e-15,"Francis Martinez","lowA"
204488,7.07913479888765,2.22044604925031e-16,"C",1.57188368963005e-15,"James Lovett","lowA"
204488,7.07913479888765,2.22044604925031e-16,"C",1.57188368963005e-15,"James Lovett","lowA"
